T,TM,Tm,SLP,H,VV,V,VM
25.2,30.6,18,1008.2,71,2.6,10,20.6
26.9,32.1,19,1006.6,62,1.8,8.5,18.3
29.7,35.4,23,1004.1,48,1.8,11.1,16.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
32.3,39.1,24,1006.6,36,2.3,11.7,24.1
31.9,38.8,26.5,1006,39,2.3,8.7,22.2
32.8,38.6,24.8,1002.3,40,1.9,9.6,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
32.4,40.6,23.2,1005.2,45,2.7,8.9,14.8
30,36.4,21.4,1007.2,60,2.6,4.1,14.8
31.8,38.8,24,1004.8,54,1.9,2.6,7.6
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
34.6,42.8,25,999.6,46,1.8,6.3,18.3
32.9,41.6,25.6,1003,44,2.9,17.4,55.4
32.8,39.9,25,1003.3,48,2.6,4.6,14.8
34.8,41.7,26.5,1000,40,2.6,6.5,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
38.5,44.9,30.8,994,31,1.9,13.1,29.4
37.8,45.1,28.6,993.3,34,1.9,6.7,18.3
37.9,45.5,30.1,993.1,38,1.9,5.9,16.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
30.3,41.1,22.7,997.7,62,2.6,16.7,29.4
30.5,37.1,25.5,997.3,73,2.6,6.5,22.2
33.9,40.6,28,997,59,2.1,8.1,25.9
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
35.6,41.4,28.4,993.2,55,1.9,10.9,18.3
37.9,43,31,991.5,44,2.3,17.8,25.9
36.9,41.7,32.7,994,49,1.9,9.8,24.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
33.3,39,25.3,997.7,56,1.9,9.8,16.5
32.4,38.1,23.5,1000.8,66,1.9,3.3,7.6
34.7,39.9,28.8,1001.5,55,1.9,9.4,22.2
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.2,35.2,27,1000.9,71,1.9,6.3,11.1
29.5,36.6,25.5,1000.9,76,1.8,5.7,14.8
28.9,36.6,26.1,998.4,80,1.9,5.2,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
34,38.8,26.8,998.1,55,1.9,5.6,14.8
34.9,40.3,28.6,996.8,48,1.9,9.6,25.9
35.9,40.5,29.6,996.3,46,1.9,13.7,27.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
33.3,42.3,29.2,997.8,69,1.9,5.2,9.4
32.4,40.2,25.9,997.2,74,1.9,6.7,14.8
33.2,39,28.5,996.2,68,1.9,8.9,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
29.8,33.6,25.4,995.1,76,1.9,6.3,18.3
30.8,34.6,26.5,996.6,74,1.9,6.3,14.8
32.1,35.8,27.2,996.1,71,1.9,4.6,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
30.7,33.9,26.5,1000.8,70,1.9,10,14.8
32.5,37.5,27.6,1001.9,67,1.9,7.2,18.3
31.7,37.5,28.1,1002.1,71,1.9,2.4,33.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
32.5,36.5,28.2,999.9,71,1.9,7.8,16.5
33.3,37.7,28.1,998,66,1.9,6.5,9.4
30.3,35.3,28.4,996.9,81,1.9,0.9,7.6
31.4,36.6,27,995.3,72,1.9,5.7,13
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31,34,29,996.8,71,1.9,5.6,16.5
30.9,35,27.6,998.4,73,1.9,5.9,14.8
30.9,35.4,27,1000.3,75,1.9,4.8,16.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
32,36.6,27,998.1,63,2.3,20.7,27.8
30.5,36.2,25.4,997.3,65,2.3,18.5,29.4
31.2,35.7,27.6,999,62,1.9,14.6,27.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
33,37,27,1004.8,59,1.9,6.9,16.5
33.3,38.4,28,1002.5,54,1.9,8.9,18.3
32.6,38.4,28,1001.3,51,1.9,10.9,27.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
33.7,39.1,27.5,1002.6,53,2.7,7.8,16.5
34.1,39.4,29,1001.5,49,3.1,10,18.3
34.1,39.4,27.5,1001.1,53,2.9,8,20.6
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
27.5,34.8,25,1001,89,1.9,4.3,16.5
29.5,35.3,24.6,1001.1,71,2.3,10.9,48.2
29.4,35.3,26.3,1001.7,76,2.6,10.4,20.6
28.5,33.2,26,1001.3,82,1.9,15,25.9
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
30.9,34.7,25.7,1003.5,73,1.9,1.3,5.4
31.2,36,26.4,1003.3,72,1.9,3.5,13
30.8,36,26.8,1002.5,76,1.9,1.9,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
29.3,34.1,23.5,1004.1,73,1.8,4.3,11.1
29,34.8,24.6,1004.3,71,1.9,6.7,14.8
29.8,34.9,22.5,1004.2,68,2.6,6.7,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31,36.3,25.3,1003.5,62,3.1,4.3,14.8
31,36.3,26,1002.8,61,2.3,4.4,11.1
30.4,36.2,25.2,1003.6,61,2.6,5.6,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
30,35.8,24.2,1007.7,58,2.6,9.6,18.3
30.1,35.7,24,1008.1,57,2.4,5.7,16.5
30.7,36.3,25.4,1009.2,54,3.1,8.9,16.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31,36.9,24.3,1010.1,54,3.1,3.1,11.1
30.3,36.9,24.6,1009.1,58,2.6,2.8,9.4
30.7,37,24.4,1008.1,57,2.7,2,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
30.9,37.2,24.5,1008.3,65,1.6,1.1,5.4
29.6,35.2,24.9,1009.9,59,1.9,3,20.6
27.6,34.6,22.2,1010,56,2.3,3.3,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
27.6,34.5,18.6,1009.8,66,1.8,8.7,14.8
24.4,33.6,21.4,1011,75,1.9,5.4,14.8
24.5,30.4,19.6,1014.8,73,2.1,3.1,7.6
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
23.8,31.5,16.5,1012.5,61,1.4,4.3,11.1
24.7,32.3,16.6,1013.3,60,1.8,4.4,14.8
25.4,33.3,18,1014.5,60,1.4,2,5.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
25.4,33.1,18.6,1012.3,71,1,0.9,3.5
25.1,32.3,19.4,1014.9,69,1.4,2,9.4
24.9,32.6,19.5,1013.7,67,1.4,1.9,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
23.2,32.1,16,1013.7,62,1,3.7,11.1
22.5,29.3,16.6,1014,57,1.3,5.4,11.1
22.7,31.1,15.8,1014.5,54,1.4,7.2,20.6
23.4,31.2,15,1013.4,58,1.1,4.1,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
23.9,31.7,16.6,1012.9,69,1,2.4,11.1
24,32.1,17.1,1014.6,69,1.3,1.7,9.4
24.2,31.6,17.2,1015.3,62,1.1,4.3,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
18.5,27.6,11.7,1016.6,56,1.3,3.3,11.1
18.3,27.6,9,1016.4,48,1.3,7.4,22.2
18.6,27.5,10.6,1014.8,51,1.3,2.8,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
17.6,28.8,8.5,1016.6,59,1.3,1.1,9.4
18.4,28.8,11.7,1014.9,58,1.4,3.7,9.4
17.2,27.8,9.8,1014.1,64,1,2,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
16.4,26.6,8,1015,57,1.3,2.6,14.8
17.4,26.7,9,1011.2,55,1.4,6.3,14.8
18.2,29.7,9.1,1011.8,66,1,0,-
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
20.1,30,11.4,1013.8,47,1.8,8.9,22.2
20.1,29,13.8,1014.3,52,1.9,7.2,22.2
20.3,28.1,14,1013.6,52,1.9,9.3,22.2
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
17.2,27.4,10.5,1014.9,52,1.6,4.8,14.8
17.1,26.3,10.2,1015.1,54,1.6,2.8,11.1
15.2,28.9,8.8,1016.8,70,1.3,0,-
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
15.8,22.3,10.4,1016.2,77,1,8.9,14.8
15,20.8,13.2,1016.8,93,1.1,3.5,9.4
14.2,20,10.4,1019.2,82,1.6,1.9,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
11.7,17.6,7.4,1022.3,85,0.3,0.4,3.5
11.3,17.5,7.2,1018.8,81,0.8,5.7,13
9.5,17.5,5.6,1018.1,84,0.5,0.9,3.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
9.3,16,6,1020,85,0.6,8.1,14.8
10.8,17,6.3,1017.7,82,0.8,7.8,11.1
10.4,19.2,4.8,1018.6,71,0.8,2.8,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
-,-,-,-,-,-,-,-
14.9,21.6,8.8,1017.4,76,0.8,0.9,7.6
14.7,21.6,10.2,1018.1,97,0.6,3.1,9.4
15,16.8,13.6,1017.5,94,0.5,0.9,7.6
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
9.8,17.6,6.4,1016.6,90,0.5,3.9,11.1
10.1,14.5,7.2,1019.2,90,0.3,3.3,7.6
10.5,16.3,6.8,1020.1,84,0.5,1.5,5.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
12.3,18.3,4,1017.1,81,0.5,4.8,9.4
12.1,18.3,9,1017.5,86,0.6,5.2,9.4
12.3,19,5.8,1019.3,82,0.5,0.9,7.6
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
13.9,21.6,9.4,1019,79,1,1.9,14.8
13.4,20.7,9.8,1020.1,80,0.8,7.2,11.1
13.3,17.5,9.5,1021.2,79,0.8,3.7,7.6
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
13.1,18.3,8.5,1020.6,80,0.8,4.1,14.8
13.7,18.3,11.6,1019.9,91,0.6,0.9,7.6
13.3,18.4,9.8,1019.3,79,1,5.2,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
13.8,21.5,7.2,1018,60,2.4,9.1,24.1
15.1,24,6.7,1017.6,66,1.3,5,11.1
17.3,23.8,10.4,1017.5,70,1,11.9,18.3
16.7,23.8,13,1020.7,75,0.8,7.2,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
15.7,25.6,7.4,1016.9,68,1.4,1.9,7.6
16.7,25.6,9.3,1017.5,66,1.4,4.4,13
16.9,25.5,10.5,1019.9,65,2.3,5.6,22.2
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
17.2,25.5,9.3,1012.8,61,2.4,6.7,20.6
19.3,28.6,10.6,1009.5,65,2.6,4.3,14.8
18.9,28.6,11.2,1012.8,73,0.8,1.5,7.6
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
22.9,29.3,17,1012.4,78,1.6,7.6,14.8
22.8,29.3,18,1013.7,72,1.9,7.2,14.8
21.9,29.1,15.2,1014.1,69,2.3,11.3,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
23.2,28.6,18.4,1008.5,65,1.4,6.5,13
20,27.6,14.5,1009.8,42,1.9,6.7,11.1
19.2,27.6,11.1,1013,49,2.6,5.7,11.1
nan,nan,nan,nan,nan,nan,nan,nan
17.3,19,15.2,1011,94,1.8,14.8,24.1
17.4,22.1,14.6,1012.6,92,1.9,6.7,16.5
16.1,22.1,12.8,1013.8,84,1.8,5.6,13
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
18.6,27.3,12.5,1014,79,2.6,3.9,13
19.4,27.6,14,1015.2,79,2.3,7.8,18.3
18.1,24.1,13.3,1021.1,60,2.7,12.2,20.6
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
21.3,28.3,14.2,1014.7,70,1.6,4.1,9.4
21.6,27.3,15.8,1015.3,71,2.6,7.8,20.6
17.7,27.3,16,1015.3,92,1.9,11.5,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
21.1,28.3,14,1014.8,69,2.4,5.4,13
22.5,30.2,14.5,1014.8,68,2.6,9.1,22.2
24.9,31.7,15.8,1014.8,65,2.6,5.9,13
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
26.8,35.1,18.5,1011.7,68,2.3,2.6,11.1
28.6,36.5,20.3,1012.4,59,1.8,9.3,55.4
27.7,35.6,20.4,1011.7,54,2.7,7.4,24.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
25.1,30.8,19,1010.4,70,2.1,3.7,11.1
26.4,32.5,20.3,1007.4,64,1.9,2.4,9.4
28.7,34.7,21,1004.7,53,1.9,9.4,18.3
24.4,34.7,19,1004.6,76,3.1,7,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
23.9,31.4,19.2,1010.2,69,1.9,9.8,13
25.2,32.2,18.2,1012,56,2.6,6.7,16.5
25.8,32.5,18.6,1010.3,58,2.7,9.1,24.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
24.9,32.2,19,1013.7,74,2.3,7,13
26.4,32.5,20,1012.8,68,2.6,3,11.1
27.6,34.3,20.8,1013,65,3.1,5.9,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
32,40.6,21.6,1003.9,45,2.7,4.3,9.4
32.8,40.6,26,1005.8,45,1.9,7.2,11.1
31.8,39.6,25.4,1005.6,35,1.9,11.1,27.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
30.4,39.1,22.2,1005.9,51,1.9,13,22.2
28.8,37.1,22.8,1008,59,1.9,15.7,25.9
30.2,37.1,23.5,1006.7,59,1.9,17.6,33.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.2,39.4,24.2,1005.8,52,2.7,5.4,14.8
30.2,37.6,23.6,1006.3,47,2.6,4.4,11.1
30.9,38.9,21.7,1006.7,44,2.7,3,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
35.7,42.7,27.6,1003.4,21,1.9,14.4,27.8
34.1,42.7,27,1003.2,29,1.9,12.2,27.8
35.1,42.7,25.7,1001.6,35,2.3,8.3,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
28.3,38.7,23.8,1006.5,65,2.4,7.8,14.8
29.9,35.9,22,1007.4,56,2.6,4.4,11.1
28.7,35.8,24.2,1006.5,58,1.9,7,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.4,41.5,24.9,1002.2,50,1.8,14.8,50
33.2,41.5,22.4,1002,38,2.4,14.6,22.2
35.8,42.6,27,1000.4,30,2.6,11.3,24.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
37.8,45.5,28,996.7,29,2.6,10.9,22.2
35.3,45.5,24.4,999.2,33,2.3,17,55.4
33.8,45,24.8,1001.3,26,2.6,6.7,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
35.3,40.6,28.9,1000.7,30,1.9,15.2,27.8
30.1,40.6,23.5,1002.2,47,1.9,14.3,29.4
31.6,39.9,22.2,1003.4,46,1.9,8.5,20.6
28.7,34.1,23.6,1004.3,59,1.9,6.7,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
35.1,42.5,26,999.4,42,2.6,7.2,16.5
36.3,42.9,27.7,998.7,38,2.6,6.3,22.2
37.6,42.4,30,998.8,32,1.9,18.7,27.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.9,41.6,28,998.8,52,2.3,9.4,14.8
27,39.7,20.5,1000.2,82,1.9,3.9,13
30.8,34.9,25.5,999.4,66,1.9,3.1,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
35.9,41.6,29,996.7,54,1.9,8.5,18.3
33,42.3,27.2,997.8,56,1.9,13,25.9
30.4,34.4,25.3,997,70,1.9,5.6,20.6
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
26.5,36.8,22.4,994.9,86,1.8,6.3,11.1
31.5,36.8,24,994.7,62,1.8,11.7,22.2
32.7,38,27,996.9,56,1.9,14.1,29.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.9,37.8,25,1001.8,61,1.9,4.3,9.4
33.8,38.9,27,1001.1,54,1.9,7,13
33.4,39.8,27.6,999.7,54,1.9,13,25.9
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
28.3,33.6,23.3,998.4,87,1.9,1.7,7.6
31.2,35.8,24.8,998.6,77,1.9,2.8,11.1
29.7,35.8,25.2,998.9,82,1.9,2.6,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
29.9,33.7,23.3,1000.6,78,2.6,4.8,11.1
31.1,35.6,26.4,998.5,73,1.9,10.9,18.3
33.4,37,27,994.1,61,1.9,17.2,29.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
30.1,34.7,26,997.7,76,1.9,0.7,5.4
29.1,34.7,24.4,999.2,82,1.9,4.8,11.1
31.5,35.7,25.7,999.9,74,1.9,8.1,13
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.3,36.5,27.3,999.3,73,2.7,8.7,14.8
30,36.6,27,998.8,76,2.6,16.9,25.9
29.7,34.7,24.6,1000.2,74,2.7,11.3,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
28.9,31.6,25,999.7,77,1.9,4.1,14.8
28.4,32.6,25.4,1002.7,77,1.9,0.9,7.6
29.8,33.9,25,1003.5,75,1.9,2.6,7.6
31.6,35.5,25.4,1001.9,63,1.9,5.4,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
29.4,34.4,26.4,999.9,86,1.8,2.2,14.8
28.8,34.4,25.3,1001.7,88,1.6,1.7,7.6
27.5,30.8,25,1000.2,92,1.3,3,7.6
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.9,35.8,28,1001.8,75,1.9,0.4,3.5
30.9,35.8,28.6,1001.8,78,1.9,3.3,14.8
28.5,33.8,26.2,1002.7,88,1.4,0,-
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.6,35.6,25.8,1002.7,67,2.9,13,22.2
30.9,35.5,27.7,1001.5,66,1.9,14.6,27.8
29.5,34.5,27.6,1002,77,1.9,8.5,18.3
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
32,35.6,27,1000.9,64,3.4,10,20.6
31.9,36.2,28,1001.1,68,2.6,4.8,14.8
32.4,36.9,28.1,1001.9,68,2.7,5.4,11.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
32.2,36.8,28.4,1002,61,2.6,14.6,24.1
32.1,36.6,28,1000.8,56,1.9,15.4,25.9
31.9,36.6,27.5,1001.7,54,1.9,12.8,24.1
31.4,36.5,27.6,1005.5,56,1.9,11.7,25.9
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
31.5,36.9,26.6,1005.7,53,1.9,9.4,22.2
31.9,36.9,26.8,1005.8,54,2.7,11.9,35.2
31,36.7,26.4,1005.7,54,2.6,10.2,31.7
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
32.2,37.9,27.3,1005.8,61,1.9,1.3,3.5
31.8,37.9,26.8,1003.5,59,1.9,2.6,9.4
32.9,38,27.5,1003.3,62,1.9,0.4,3.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
30.4,35.9,26,1003.6,78,1.6,2,7.6
29.1,34.8,27.2,1003.4,76,1.9,4.6,11.1
30.2,36.5,26.2,1002.3,70,1.9,5.7,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
28.4,33.9,23.5,1003.8,55,2.6,8.5,20.6
29.4,35.1,23.7,1005.3,60,2.3,6.3,14.8
28.6,35.2,25,1007.2,64,2.3,3,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
28.1,35.3,21.5,1011.8,56,2.6,5.6,13
28.3,35.5,20.6,1011.1,57,3.2,5,-
30.1,36.1,23.7,1007.8,58,3.1,5.7,-
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
28.6,35.6,22.7,1009,72,1.9,6.5,18.3
28.5,35.4,23.2,1007.3,70,1.9,4.4,14.8
28.6,36,21.8,1004.3,65,1.9,6.1,24.1
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
29.6,35.5,25,1011,69,1.9,3.7,9.4
28.2,34.9,22.9,1012.7,70,1.9,3.9,9.4
27.6,34.9,21.5,1013.6,71,1.8,0.4,3.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
